paragraph,label
"VI.4. Az INTERSPORT minden ausztriai raktárból kiszállított termékhez (kivéve a nagyméretű árukat) mellékel egy visszáru-matricát, amely lehetővé teszi az Ügyfél számára, hogy az árukat ingyenesen visszaküldje. Ha az Ügyfél nem használja fel a visszáru-matricát, akkor köteles a visszaküldés közvetlen költségeit viselni.",3
"3/14. Aukciós értékesítés során adott licit csak mindkét fél (az eladó és a vevő) beleegyezésével és a Vatera által távolítható el, kizárólag aktív, még be nem fejeződött aukció esetén. A licittörlésre a Vatera nem kötelezhető, annak végrehajtása csak lehetőség, a licittörlés kivételes és indokolt esetekben érvényesíthető. Mivel a licittörlés csak lehetőség és csakis mindkét fél egyetértésével történhet meg, ezért a Vatera a licittörléssel kapcsolatosan semminemű utólagos kifogást sem fogad el! Ha a Termék/szolgáltatás feltöltését követően a Termék/szolgáltatás megsemmisül, vagy - főleg szolgáltatás esetén - elérhetetlenné válik, vagy a feltöltött Termék állapotában jelentős változás (pl. állagromlás) áll be, az eladó az adott tranzakciót törölheti akkor is, ha arra érvényes vételi ajánlat (licit) érkezett (aukciótörlés). A felhasználó egy hónapban aukciótörlést kizárólag egyszer hajthat végre. Az aukciótörléssel az adott tranzakcióra érkezett vételi ajánlatok (licitek) automatikusan törlésre kerülnek.",3
"A Vállalkozó köteles a Szerződés feltételei szerint a Megrendelő által átadott tervek alapján a Szerződésben meghatározott részletes kiviteli és a kapcsolódó technológiai/gyártmány/megvalósulási terveket és a létesítményt szerződésszerűen, teljes körűen, műszakilag és minőségileg kifogástalan kivitelben, a vonatkozó előírásoknak, műszaki szabványoknak, valamint a technika mai állásának megfelelően I. osztályú minőségben, határidőben egy szakvállalat gondosságával elkészíteni, az ehhez szükséges hatósági engedélyeket beszerezni ill. valamennyi egyéb szerződéses kötelezettségét szerződésszerűen teljesíteni. ",0
"Hibabehatároló eljárás: a Szolgáltató által a Hibabejelentést követően elvégzett vizsgálat, amely alapján eldönthető, hogy további helyszíni vizsgálat szükséges-e, vagy nem, illetőleg a hiba nem észlelhető, vagy az nem a Szolgáltató érdekkörében merült fel. Nem a Szolgáltató érdekkörében merül fel a hiba, amennyiben az harmadik fél hálózatában jelentkező körülmény miatt merül fel.",3
"a.b) a Hitelfevevő születési helye, ideje,",4
"Másképpen a Szolgáltató úgy tekintheti, hogy a Feladó megsértette e pont rendelkezéseit, és a DPD Hálózati tag jogosult diszkrecionális jogkörben: (i) megállítani vagy szüneteltetni a szolgáltatást; (ii) átadni a kért információkat az illetékes hatóságoknak és/vagy (iii) kérni az illetékes hatóság megfelelő eljárását (beleértve a Küldemény megsemmisítését is a Feladó költségére). A Feladó köteles a szolgáltatás igénybevételét megelőzően tájékoztatni az alkalmazottait, ügyfeleit és végső ügyfeleit a DPD Hálózati tag fent meghatározott jogosultságairól, és beszerezni az erre vonatkozó hozzájárulásukat. A DPD Hálózati tag semmilyen módon nem tehető felelőssé a jelen pontban írtakkal összefüggésben a szolgáltatás felfüggesztése vagy megszakítása, az Feladó munkavállalóinak, ügyfeleinek és végső ügyfeleinek adatai hatóság felé továbbítása, a Küldemény megsemmisítése, vagy egyéb szükséges intézkedés megtétele miatt. ",0
"8.7. A Szolgáltatónak törekednie kell arra, hogy a kijavítást vagy kicserélést legfeljebb tizenöt napon belül elvégezze.",4
"A vállalkozói díj fix átalányára, amely az általános forgalmi adón (ÁFA) kívül tartalmaznak minden, a Szerződés tárgyát képező munkák komplett megvalósításához szükséges valamennyi, a Vállalkozó által biztosítandó anyag beszerzési árát és a Vállalkozó által elvégzett tevékenység díját, és az ehhez kapcsolódó költségeket, beleértve a külön meg nem adott, de a komplettséghez tartozó anyagok és tevékenységek (többletmunkák) árát, illetve díját, a kiszállási díjakat, szállásdíjakat, utazási költségeket, a teljesítéshez kapcsolódó egyéb nem nevesített költségeket, valamint a Szerződés alapján átadott szellemi alkotások felhasználási jogának ellenértékét is. ",1
"Fogyasztó: az a természetes személy, aki szakmája, önálló foglalkozása vagy üzleti tevékenysége körén kívül jár el jelen ÁSZF hatálya alá tartozó termékek megrendelése, valamint azok megvásárlására kötött szerződések teljesítése során. 3.",2
"12.1.  Vállalkozó maradéktalanul eleget tesz a teljesítés során a vonatkozó
környezetvédelmi és egyéb szabályok rendelkezéseiben előírtaknak, különös
figyelemmel az alábbi jogszabályok egyes rendelkezéseiben foglaltakra:
• a környezeti zaj és rezgés elleni védelem egyes a szabályairól szóló
284/2007. (X.29.) Korm. rendelet,  a környezeti zaj - és rezgésterhelési
határértékek megállapításáról  szóló  27/2008. (XII. 3.) KvVM -EüM
együttes rendelet,
• a levegő védelméről szóló 306/2010  (XII. 23.) Korm. rendelet;
• a munkavédelemről szóló 1993. évi XCIII. törvény;
• a hulladé król szóló 2012. évi CLXXXV . törvény, a veszélyes hulladékkal
kapcsolatos tevékenységek végzésének feltételeiről szóló 98/2001. (VI.",1
"16. Alkalmazandó jogszabályok, szolgáltatói ÁSZF",4
"8.4.3. Kérjük a vásárolt terméket szíveskedjen az átvételkor ellenőrizni, és amennyiben a csomagolás sérült szíveskedjen a szállítónak jelezni és kérni jegyzőkönyv felvételét. Abban az esetben, ha mennyiségi, vagy minőségi kifogása van, szíveskedjen ügyfélszolgálatunknak bejelenteni reklamációját. Szállítónk díjmentesen visszaszállítja a terméket, amennyiben véletlenül más, vagy nem annyi terméket küldtünk, illetve a termék sérült. Ezt követően haladéktalanul felvesszük Önnel a kapcsolatot és díjmentesen kiszállítjuk a megrendelt terméket.",3
"24 órával van lehetősége a Páciensnek. A befoglalt időpontot 24 órával megelőző lemondás esetén a rendszer törli az időpontfoglalást, sztornószámlát állít ki és a rendelkezésre állási díj összegét automatikusan visszatéríti a fizetést indító kártyaszámra, az összeg jóváírása a Páciens saját bankja általi jóváírást követően lesz elérhető.",4
"13.2. Az Okirat kiadás feltételeként meghatározott dokumentumok, valamint a beszámolóról
szóló döntésig beküldött és a Lebonyolító által elfogadott módosítási kérelmek az Okirat
részét képezik. A Kedvezményezett pályázati dokumentációját az Okiraton kívül a pályázat i
kérelme, valamint nyilatkozatai, egyéb kérelmei képezik. Az Okirat rendelkezéseit a
Kedvezményezett pályázati kérelme, nyilatkozatai, egyéb kérelmei, továbbá jelen ÁSZF, a
pályázati felhívás, valamint a z elszámolási útmutató alapján kell értelmezni .",2
4.4. Az újragyártott kártyákat a Hitelkártya birtokos által az újragyártás igénylésekor megadott módon juttatja el a Hitelkártya birtokos részére.,3
"10.9 Ha a BKM NONPROFIT Zrt. tulajdonában lévő hőközpont több épület távhőellátását szolgálja, a BKM NONPROFIT Zrt. a hőközpontban mért, a fűtési célra és a használati melegvíz-készítés céljára az előzőek szerint külön-külön meghatározott hőmennyiségeket az ellátott épületek hőfogadójában felszerelt költségmegosztók mérési adatai alapján, költségmegosztók hiányában az érintett Felhasználók egymás közötti megállapodása szerinti arányban, ha ilyen megállapodás nem jön létre, az épületek alapdíjszámítás alapját képező légtérfogata arányának megfelelően osztja szét a Felhasználók között. Az ilyen módon az adott Felhasználóra jutó hőmennyiségek hődíjainak az egyes Díjfizetők közötti szétosztása a Felhasználó képviselőjének közlése alapján a már ismertetett módon történik.",0
"a. személyes átvétel: AlzaBox csomagautomatákon keresztül, üzleteinkben, Alza Drive-on keresztül, valamint együttműködő partnereink által üzemeltetett csomagátvevő helyeken, pl. a Packeta , Z-Box Csomagautomatákon és Csomagpontokon, FoxPost Csomagautomatákon és a PostaPontokon keresztül, Coop üzletekben, MOL benzinkutakon stb.",4
"Antikvár könyvek bolti átvétele esetén átvételkor, ahogy az elállási jog későbbi gyakorlása során is – az egyéb átvételi módokhoz hasonlóan – csak a teljes rendeléstől történő elállásra, a rendelés átvételének megtagadására van lehetőség, csomagbontásra, a rendelés egy részétől történő elállásra nincs.",4
"A postai küldemény felbontását, értékesítését és megsemmisítését kétfős bizottság jelenlétében és jegyzőkönyv felvétele mellett kell végrehajtani. A bizottság tagjait a DPD-nek az alkalmazottai, tagjai, megbízottai vagy közreműködői közül kell kijelölnie. A jegyzőkönyveket a DPD a feladást követő egy évig köteles megőrizni. A Hatóság e jegyzőkönyvekbe bármikor betekinthet. ",4
"Szolgáltató minden esetben számlát állít ki a rendelésről, amelyet a vásárlás során megadott e-mail címre küld ki a csomag feladásának napján, vagy legkésőbb a csomagnak vásárlóhoz érkezésének napján.",3
"31.3. lakóhelyét a személyi adat- és lakcímnyilvántartásba bejelentette,",4
"A regisztráció határideje van ahol 20 nap múlva lejár a számla kitöltéséhez képest, ezért időben informálja magát. Az alábbi márkáknál kell regisztrálni (ha a link nem működik, keresse fel a gyártó honlapját és ott megtalálja a regisztrációt):",4
"A kivitelezés befejezésekor a Vállalkozónak írásban kell nyilatkozni arról, hogy a munkát a terveknek megfelelően végezte el, és az mindenben megfelel az érvényben lévő munkavédelmi-, környezetvédelmi-, tűzvédelmi- és biztonságtechnikai előírásoknak, jogszabályoknak. ",3
"Jótállás - Eladó nem forgalmaz jótállás köteles terméket, az általa forgalmazott termékekre nem terjed ki az egyes tartós fogyasztási cikkekre vonatkozó kötelező jótállásról szóló 151/2003. (IX.22.) Korm. rendelet hatálya.",3
"Az a Vevő, aki kapott már negatív visszajelzést regisztráció nélküli vásárlása okán, illetve az a regisztrált Vevő, aki már kapott negatív visszajelzést, regisztráció nélküli vásárlásra nem jogosult. A Vatera megszünteti a regisztráció nélküli vásárlás felfüggesztését, ha minden kétséget kizáróan igazolásra kerül a Vatera felé az annak alapjául szolgáló negatív értékelés megalapozatlansága.",3
"Megtörtént, hogy egy helyi szerviz azonnal lecserélte az új gyári belsőket mondván, hogy “rosszak”, és állította, hogy a külső gumi is a forgás iránynak ellentétesen volt felszerelve. Nem tudta ez a szerviz, hogy videóval rögzítettük a kerékpárokat küldés előtt. Így bizonyítékul becsatoltuk a vásárlónak a felvételeket, miszerint a belső felvoltak pumpálva, és látszott a külsőn a jó irányt mutató jelzés is. A vásárló furcsállotta is, hogy nem kapta meg az állítólagos “rossz” belsőket, és mikor oda vitte a kerékpárt, a belsők sem voltak leeresztve.",2
"A Megrendelő képviselői (műszaki ellenőre(i)) bármikor ellenőrizhetik az elvégzett munka szakszerűségét, hibás teljesítés esetén megtagadhatják a munka átvételét. ",4
"b) A teljes és naprakész díjszabás, azon belül a díjcsomag, a rendszeres díjak, különösen az előfizetési díj, a használati díj és a forgalmi díjak, a szolgáltatásnyújtás megkezdéséhez kapcsolódó díjak, különösen a belépési díj, a díjcsomagban foglalt adatforgalmi vagy összegkeret összege, a díjcsomagban foglalt hívások, üzenetek és adatforgalom mennyisége, valamint a kereten túli további egyedi díjszabású egységek, számok, szolgáltatások díjai, az esetleges speciális díjszabás, az ügyfélszolgálattal és a szolgáltató által nyújtott karbantartási szolgáltatásokkal, valamint a kapcsolódó díjakkal, továbbá szolgáltatáscsomag esetén a szolgáltatáscsomag egyes elemeinek díjaival kapcsolatos tájékoztatás az ÁSZF 3/a. – 3/d. sz.mellékleteiben található meg.",0
